"","date","hours","weekday","attendance"
"536",2019-01-23,"07:00-07:59","Wednesday",8
"537",2019-01-23,"08:00-08:59","Wednesday",9
"538",2019-01-23,"09:00-09:59","Wednesday",25
"539",2019-01-23,"10:00-10:59","Wednesday",18
"540",2019-01-23,"11:00-11:59","Wednesday",18
"541",2019-01-23,"12:00-12:59","Wednesday",26
"542",2019-01-23,"13:00-13:59","Wednesday",24
"543",2019-01-23,"14:00-14:59","Wednesday",24
"544",2019-01-23,"15:00-15:59","Wednesday",30
"545",2019-01-23,"16:00-16:59","Wednesday",32
"546",2019-01-23,"17:00-17:59","Wednesday",27
"547",2019-01-23,"18:00-18:59","Wednesday",25
"548",2019-01-23,"19:00-19:59","Wednesday",34
"549",2019-01-23,"20:00-20:59","Wednesday",27
"550",2019-01-23,"21:00-21:59","Wednesday",30
"551",2019-01-23,"22:00-22:59","Wednesday",13
"552",2019-01-23,"23:00-23:59","Wednesday",9
"553",2019-01-24,"00:00-00:59","Thursday",5
"554",2019-01-24,"01:00-01:59","Thursday",NA
"555",2019-01-24,"02:00-02:59","Thursday",7
"556",2019-01-24,"03:00-03:59","Thursday",5
"557",2019-01-24,"04:00-04:59","Thursday",3
"558",2019-01-24,"05:00-05:59","Thursday",NA
"559",2019-01-24,"06:00-06:59","Thursday",3
"560",2019-01-24,"07:00-07:59","Thursday",3
"561",2019-01-24,"08:00-08:59","Thursday",3
"562",2019-01-24,"09:00-09:59","Thursday",22
"563",2019-01-24,"10:00-10:59","Thursday",24
"564",2019-01-24,"11:00-11:59","Thursday",17
"565",2019-01-24,"12:00-12:59","Thursday",34
"566",2019-01-24,"13:00-13:59","Thursday",20
"567",2019-01-24,"14:00-14:59","Thursday",19
"568",2019-01-24,"15:00-15:59","Thursday",23
"569",2019-01-24,"16:00-16:59","Thursday",34
"570",2019-01-24,"17:00-17:59","Thursday",41
"571",2019-01-24,"18:00-18:59","Thursday",22
"572",2019-01-24,"19:00-19:59","Thursday",38
"573",2019-01-24,"20:00-20:59","Thursday",35
"574",2019-01-24,"21:00-21:59","Thursday",31
"575",2019-01-24,"22:00-22:59","Thursday",20
"576",2019-01-24,"23:00-23:59","Thursday",14
"577",2019-01-25,"00:00-00:59","Friday",10
"578",2019-01-25,"01:00-01:59","Friday",2
"579",2019-01-25,"02:00-02:59","Friday",8
"580",2019-01-25,"03:00-03:59","Friday",5
"581",2019-01-25,"04:00-04:59","Friday",6
"582",2019-01-25,"05:00-05:59","Friday",4
"583",2019-01-25,"06:00-06:59","Friday",NA
"584",2019-01-25,"07:00-07:59","Friday",12
"585",2019-01-25,"08:00-08:59","Friday",16
"586",2019-01-25,"09:00-09:59","Friday",13
"587",2019-01-25,"10:00-10:59","Friday",14
"588",2019-01-25,"11:00-11:59","Friday",29
"589",2019-01-25,"12:00-12:59","Friday",26
"590",2019-01-25,"13:00-13:59","Friday",19
"591",2019-01-25,"14:00-14:59","Friday",32
"592",2019-01-25,"15:00-15:59","Friday",25
"593",2019-01-25,"16:00-16:59","Friday",23
"594",2019-01-25,"17:00-17:59","Friday",15
"595",2019-01-25,"18:00-18:59","Friday",27
"596",2019-01-25,"19:00-19:59","Friday",27
"597",2019-01-25,"20:00-20:59","Friday",35
"598",2019-01-25,"21:00-21:59","Friday",35
"599",2019-01-25,"22:00-22:59","Friday",26
"600",2019-01-25,"23:00-23:59","Friday",12
"601",2019-01-26,"00:00-00:59","Saturday",10
"602",2019-01-26,"01:00-01:59","Saturday",15
"603",2019-01-26,"02:00-02:59","Saturday",8
"604",2019-01-26,"03:00-03:59","Saturday",3
"605",2019-01-26,"04:00-04:59","Saturday",3
"606",2019-01-26,"05:00-05:59","Saturday",5
"607",2019-01-26,"06:00-06:59","Saturday",2
"608",2019-01-26,"07:00-07:59","Saturday",10
"609",2019-01-26,"08:00-08:59","Saturday",11
"610",2019-01-26,"09:00-09:59","Saturday",4
"611",2019-01-26,"10:00-10:59","Saturday",14
"612",2019-01-26,"11:00-11:59","Saturday",22
"613",2019-01-26,"12:00-12:59","Saturday",30
"614",2019-01-26,"13:00-13:59","Saturday",24
"615",2019-01-26,"14:00-14:59","Saturday",32
"616",2019-01-26,"15:00-15:59","Saturday",23
"617",2019-01-26,"16:00-16:59","Saturday",23
"618",2019-01-26,"17:00-17:59","Saturday",25
"619",2019-01-26,"18:00-18:59","Saturday",51
"620",2019-01-26,"19:00-19:59","Saturday",54
"621",2019-01-26,"20:00-20:59","Saturday",44
"622",2019-01-26,"21:00-21:59","Saturday",32
"623",2019-01-26,"22:00-22:59","Saturday",31
"624",2019-01-26,"23:00-23:59","Saturday",16
"625",2019-01-27,"00:00-00:59","Sunday",13
"626",2019-01-27,"01:00-01:59","Sunday",15
"627",2019-01-27,"02:00-02:59","Sunday",5
"628",2019-01-27,"03:00-03:59","Sunday",9
"629",2019-01-27,"04:00-04:59","Sunday",7
"630",2019-01-27,"05:00-05:59","Sunday",7
"631",2019-01-27,"06:00-06:59","Sunday",5
"632",2019-01-27,"07:00-07:59","Sunday",15
"633",2019-01-27,"08:00-08:59","Sunday",16
"634",2019-01-27,"09:00-09:59","Sunday",28
"635",2019-01-27,"10:00-10:59","Sunday",36
"636",2019-01-27,"11:00-11:59","Sunday",62
"637",2019-01-27,"12:00-12:59","Sunday",64
"638",2019-01-27,"13:00-13:59","Sunday",66
"639",2019-01-27,"14:00-14:59","Sunday",64
"640",2019-01-27,"15:00-15:59","Sunday",68
"641",2019-01-27,"16:00-16:59","Sunday",79
"642",2019-01-27,"17:00-17:59","Sunday",63
"643",2019-01-27,"18:00-18:59","Sunday",52
"644",2019-01-27,"19:00-19:59","Sunday",50
"645",2019-01-27,"20:00-20:59","Sunday",32
"646",2019-01-27,"21:00-21:59","Sunday",32
"647",2019-01-27,"22:00-22:59","Sunday",22
"648",2019-01-27,"23:00-23:59","Sunday",13
"649",2019-01-28,"00:00-00:59","Monday",11
"650",2019-01-28,"01:00-01:59","Monday",8
"651",2019-01-28,"02:00-02:59","Monday",10
"652",2019-01-28,"03:00-03:59","Monday",5
"653",2019-01-28,"04:00-04:59","Monday",4
"654",2019-01-28,"05:00-05:59","Monday",3
"655",2019-01-28,"06:00-06:59","Monday",5
"656",2019-01-28,"07:00-07:59","Monday",15
"657",2019-01-28,"08:00-08:59","Monday",14
"658",2019-01-28,"09:00-09:59","Monday",17
"659",2019-01-28,"10:00-10:59","Monday",32
"660",2019-01-28,"11:00-11:59","Monday",30
"661",2019-01-28,"12:00-12:59","Monday",34
"662",2019-01-28,"13:00-13:59","Monday",28
"663",2019-01-28,"14:00-14:59","Monday",23
"664",2019-01-28,"15:00-15:59","Monday",32
"665",2019-01-28,"16:00-16:59","Monday",32
"666",2019-01-28,"17:00-17:59","Monday",34
"667",2019-01-28,"18:00-18:59","Monday",33
"668",2019-01-28,"19:00-19:59","Monday",44
"669",2019-01-28,"20:00-20:59","Monday",37
"670",2019-01-28,"21:00-21:59","Monday",36
"671",2019-01-28,"22:00-22:59","Monday",27
"672",2019-01-28,"23:00-23:59","Monday",17
"673",2019-01-29,"00:00-00:59","Tuesday",3
"674",2019-01-29,"01:00-01:59","Tuesday",8
"675",2019-01-29,"02:00-02:59","Tuesday",6
"676",2019-01-29,"03:00-03:59","Tuesday",4
"677",2019-01-29,"04:00-04:59","Tuesday",5
"678",2019-01-29,"05:00-05:59","Tuesday",5
"679",2019-01-29,"06:00-06:59","Tuesday",5
"680",2019-01-29,"07:00-07:59","Tuesday",10
"681",2019-01-29,"08:00-08:59","Tuesday",15
"682",2019-01-29,"09:00-09:59","Tuesday",24
"683",2019-01-29,"10:00-10:59","Tuesday",30
"684",2019-01-29,"11:00-11:59","Tuesday",33
"685",2019-01-29,"12:00-12:59","Tuesday",25
"686",2019-01-29,"13:00-13:59","Tuesday",18
"687",2019-01-29,"14:00-14:59","Tuesday",26
"688",2019-01-29,"15:00-15:59","Tuesday",23
"689",2019-01-29,"16:00-16:59","Tuesday",31
"690",2019-01-29,"17:00-17:59","Tuesday",34
"691",2019-01-29,"18:00-18:59","Tuesday",26
"692",2019-01-29,"19:00-19:59","Tuesday",27
"693",2019-01-29,"20:00-20:59","Tuesday",32
"694",2019-01-29,"21:00-21:59","Tuesday",25
"695",2019-01-29,"22:00-22:59","Tuesday",32
"696",2019-01-29,"23:00-23:59","Tuesday",11
"697",2019-01-30,"00:00-00:59","Wednesday",12
"698",2019-01-30,"01:00-01:59","Wednesday",5
"699",2019-01-30,"02:00-02:59","Wednesday",NA
"700",2019-01-30,"03:00-03:59","Wednesday",3
"701",2019-01-30,"04:00-04:59","Wednesday",6
"702",2019-01-30,"05:00-05:59","Wednesday",5
"703",2019-01-30,"06:00-06:59","Wednesday",3
"704",2019-01-30,"07:00-07:59","Wednesday",12
"705",2019-01-30,"08:00-08:59","Wednesday",10
"706",2019-01-30,"09:00-09:59","Wednesday",17
"707",2019-01-30,"10:00-10:59","Wednesday",21
"708",2019-01-30,"11:00-11:59","Wednesday",21
"709",2019-01-30,"12:00-12:59","Wednesday",27
"710",2019-01-30,"13:00-13:59","Wednesday",28
"711",2019-01-30,"14:00-14:59","Wednesday",22
"712",2019-01-30,"15:00-15:59","Wednesday",29
"713",2019-01-30,"16:00-16:59","Wednesday",36
"714",2019-01-30,"17:00-17:59","Wednesday",26
"715",2019-01-30,"18:00-18:59","Wednesday",38
"716",2019-01-30,"19:00-19:59","Wednesday",38
"717",2019-01-30,"20:00-20:59","Wednesday",26
"718",2019-01-30,"21:00-21:59","Wednesday",19
"719",2019-01-30,"22:00-22:59","Wednesday",26
"720",2019-01-30,"23:00-23:59","Wednesday",13
"721",2019-01-31,"00:00-00:59","Thursday",12
"722",2019-01-31,"01:00-01:59","Thursday",7
"723",2019-01-31,"02:00-02:59","Thursday",4
"724",2019-01-31,"03:00-03:59","Thursday",6
"725",2019-01-31,"04:00-04:59","Thursday",3
"726",2019-01-31,"05:00-05:59","Thursday",5
"727",2019-01-31,"06:00-06:59","Thursday",6
"728",2019-01-31,"07:00-07:59","Thursday",7
"729",2019-01-31,"08:00-08:59","Thursday",16
"730",2019-01-31,"09:00-09:59","Thursday",12
"731",2019-01-31,"10:00-10:59","Thursday",15
"732",2019-01-31,"11:00-11:59","Thursday",14
"733",2019-01-31,"12:00-12:59","Thursday",25
"734",2019-01-31,"13:00-13:59","Thursday",31
"735",2019-01-31,"14:00-14:59","Thursday",19
"736",2019-01-31,"15:00-15:59","Thursday",29
"737",2019-01-31,"16:00-16:59","Thursday",25
"738",2019-01-31,"17:00-17:59","Thursday",27
"739",2019-01-31,"18:00-18:59","Thursday",24
"740",2019-01-31,"19:00-19:59","Thursday",22
"741",2019-01-31,"20:00-20:59","Thursday",34
"742",2019-01-31,"21:00-21:59","Thursday",23
"743",2019-01-31,"22:00-22:59","Thursday",14
"744",2019-01-31,"23:00-23:59","Thursday",17
"745",2019-02-01,"00:00-00:59","Friday",9
"746",2019-02-01,"01:00-01:59","Friday",10
"747",2019-02-01,"02:00-02:59","Friday",10
"748",2019-02-01,"03:00-03:59","Friday",2
"749",2019-02-01,"04:00-04:59","Friday",6
"750",2019-02-01,"05:00-05:59","Friday",6
"751",2019-02-01,"06:00-06:59","Friday",3
"752",2019-02-01,"07:00-07:59","Friday",5
"753",2019-02-01,"08:00-08:59","Friday",9
"754",2019-02-01,"09:00-09:59","Friday",17
"755",2019-02-01,"10:00-10:59","Friday",18
"756",2019-02-01,"11:00-11:59","Friday",22
"757",2019-02-01,"12:00-12:59","Friday",24
"758",2019-02-01,"13:00-13:59","Friday",27
"759",2019-02-01,"14:00-14:59","Friday",22
"760",2019-02-01,"15:00-15:59","Friday",21
"761",2019-02-01,"16:00-16:59","Friday",32
"762",2019-02-01,"17:00-17:59","Friday",21
"763",2019-02-01,"18:00-18:59","Friday",21
"764",2019-02-01,"19:00-19:59","Friday",32
"765",2019-02-01,"20:00-20:59","Friday",33
"766",2019-02-01,"21:00-21:59","Friday",19
"767",2019-02-01,"22:00-22:59","Friday",21
"768",2019-02-01,"23:00-23:59","Friday",17
"769",2019-02-02,"00:00-00:59","Saturday",14
"770",2019-02-02,"01:00-01:59","Saturday",8
"771",2019-02-02,"02:00-02:59","Saturday",12
"772",2019-02-02,"03:00-03:59","Saturday",7
"773",2019-02-02,"04:00-04:59","Saturday",NA
"774",2019-02-02,"05:00-05:59","Saturday",5
"775",2019-02-02,"06:00-06:59","Saturday",2
"776",2019-02-02,"07:00-07:59","Saturday",2
"777",2019-02-02,"08:00-08:59","Saturday",6
"778",2019-02-02,"09:00-09:59","Saturday",12
"779",2019-02-02,"10:00-10:59","Saturday",17
"780",2019-02-02,"11:00-11:59","Saturday",22
"781",2019-02-02,"12:00-12:59","Saturday",21
"782",2019-02-02,"13:00-13:59","Saturday",24
"783",2019-02-02,"14:00-14:59","Saturday",16
"784",2019-02-02,"15:00-15:59","Saturday",24
"785",2019-02-02,"16:00-16:59","Saturday",34
"786",2019-02-02,"17:00-17:59","Saturday",31
"787",2019-02-02,"18:00-18:59","Saturday",36
"788",2019-02-02,"19:00-19:59","Saturday",47
"789",2019-02-02,"20:00-20:59","Saturday",40
"790",2019-02-02,"21:00-21:59","Saturday",34
"791",2019-02-02,"22:00-22:59","Saturday",36
"792",2019-02-02,"23:00-23:59","Saturday",16
"793",2019-02-03,"00:00-00:59","Sunday",12
"794",2019-02-03,"01:00-01:59","Sunday",13
"795",2019-02-03,"02:00-02:59","Sunday",18
"796",2019-02-03,"03:00-03:59","Sunday",7
"797",2019-02-03,"04:00-04:59","Sunday",4
"798",2019-02-03,"05:00-05:59","Sunday",2
"799",2019-02-03,"06:00-06:59","Sunday",6
"800",2019-02-03,"07:00-07:59","Sunday",5
"801",2019-02-03,"08:00-08:59","Sunday",17
"802",2019-02-03,"09:00-09:59","Sunday",34
"803",2019-02-03,"10:00-10:59","Sunday",57
"804",2019-02-03,"11:00-11:59","Sunday",73
"805",2019-02-03,"12:00-12:59","Sunday",58
"806",2019-02-03,"13:00-13:59","Sunday",66
"807",2019-02-03,"14:00-14:59","Sunday",52
"808",2019-02-03,"15:00-15:59","Sunday",62
"809",2019-02-03,"16:00-16:59","Sunday",73
"810",2019-02-03,"17:00-17:59","Sunday",80
"811",2019-02-03,"18:00-18:59","Sunday",36
"812",2019-02-03,"19:00-19:59","Sunday",53
"813",2019-02-03,"20:00-20:59","Sunday",27
"814",2019-02-03,"21:00-21:59","Sunday",44
"815",2019-02-03,"22:00-22:59","Sunday",31
"816",2019-02-03,"23:00-23:59","Sunday",15
"817",2019-02-04,"00:00-00:59","Monday",11
"818",2019-02-04,"01:00-01:59","Monday",7
"819",2019-02-04,"02:00-02:59","Monday",5
"820",2019-02-04,"03:00-03:59","Monday",4
"821",2019-02-04,"04:00-04:59","Monday",6
"822",2019-02-04,"05:00-05:59","Monday",2
"823",2019-02-04,"06:00-06:59","Monday",6
"824",2019-02-04,"07:00-07:59","Monday",15
"825",2019-02-04,"08:00-08:59","Monday",16
"826",2019-02-04,"09:00-09:59","Monday",20
"827",2019-02-04,"10:00-10:59","Monday",16
"828",2019-02-04,"11:00-11:59","Monday",15
"829",2019-02-04,"12:00-12:59","Monday",29
"830",2019-02-04,"13:00-13:59","Monday",24
"831",2019-02-04,"14:00-14:59","Monday",24
"832",2019-02-04,"15:00-15:59","Monday",35
"833",2019-02-04,"16:00-16:59","Monday",42
"834",2019-02-04,"17:00-17:59","Monday",34
"835",2019-02-04,"18:00-18:59","Monday",30
"836",2019-02-04,"19:00-19:59","Monday",41
"837",2019-02-04,"20:00-20:59","Monday",54
"838",2019-02-04,"21:00-21:59","Monday",39
"839",2019-02-04,"22:00-22:59","Monday",33
"840",2019-02-04,"23:00-23:59","Monday",11
"841",2019-02-05,"00:00-00:59","Tuesday",12
"842",2019-02-05,"01:00-01:59","Tuesday",9
"843",2019-02-05,"02:00-02:59","Tuesday",9
"844",2019-02-05,"03:00-03:59","Tuesday",1
"845",2019-02-05,"04:00-04:59","Tuesday",3
"846",2019-02-05,"05:00-05:59","Tuesday",5
"847",2019-02-05,"06:00-06:59","Tuesday",7
"848",2019-02-05,"07:00-07:59","Tuesday",6
"849",2019-02-05,"08:00-08:59","Tuesday",11
"850",2019-02-05,"09:00-09:59","Tuesday",10
"851",2019-02-05,"10:00-10:59","Tuesday",25
"852",2019-02-05,"11:00-11:59","Tuesday",25
"853",2019-02-05,"12:00-12:59","Tuesday",37
"854",2019-02-05,"13:00-13:59","Tuesday",31
"855",2019-02-05,"14:00-14:59","Tuesday",25
"856",2019-02-05,"15:00-15:59","Tuesday",28
"857",2019-02-05,"16:00-16:59","Tuesday",37
"858",2019-02-05,"17:00-17:59","Tuesday",31
"859",2019-02-05,"18:00-18:59","Tuesday",37
"860",2019-02-05,"19:00-19:59","Tuesday",33
"861",2019-02-05,"20:00-20:59","Tuesday",36
"862",2019-02-05,"21:00-21:59","Tuesday",32
"863",2019-02-05,"22:00-22:59","Tuesday",35
"864",2019-02-05,"23:00-23:59","Tuesday",16
"865",2019-02-06,"00:00-00:59","Wednesday",12
"866",2019-02-06,"01:00-01:59","Wednesday",3
"867",2019-02-06,"02:00-02:59","Wednesday",4
"868",2019-02-06,"03:00-03:59","Wednesday",4
"869",2019-02-06,"04:00-04:59","Wednesday",5
"870",2019-02-06,"05:00-05:59","Wednesday",5
"871",2019-02-06,"06:00-06:59","Wednesday",3
"872",2019-02-06,"07:00-07:59","Wednesday",9
"873",2019-02-06,"08:00-08:59","Wednesday",11
"874",2019-02-06,"09:00-09:59","Wednesday",20
"875",2019-02-06,"10:00-10:59","Wednesday",21
"876",2019-02-06,"11:00-11:59","Wednesday",24
"877",2019-02-06,"12:00-12:59","Wednesday",18
"878",2019-02-06,"13:00-13:59","Wednesday",30
"879",2019-02-06,"14:00-14:59","Wednesday",26
"880",2019-02-06,"15:00-15:59","Wednesday",29
"881",2019-02-06,"16:00-16:59","Wednesday",38
"882",2019-02-06,"17:00-17:59","Wednesday",31
"883",2019-02-06,"18:00-18:59","Wednesday",26
"884",2019-02-06,"19:00-19:59","Wednesday",47
"885",2019-02-06,"20:00-20:59","Wednesday",45
"886",2019-02-06,"21:00-21:59","Wednesday",33
"887",2019-02-06,"22:00-22:59","Wednesday",23
"888",2019-02-06,"23:00-23:59","Wednesday",13
"889",2019-02-07,"00:00-00:59","Thursday",8
"890",2019-02-07,"01:00-01:59","Thursday",2
"891",2019-02-07,"02:00-02:59","Thursday",4
"892",2019-02-07,"03:00-03:59","Thursday",7
"893",2019-02-07,"04:00-04:59","Thursday",3
"894",2019-02-07,"05:00-05:59","Thursday",5
"895",2019-02-07,"06:00-06:59","Thursday",6
"896",2019-02-07,"07:00-07:59","Thursday",11
"897",2019-02-07,"08:00-08:59","Thursday",9
"898",2019-02-07,"09:00-09:59","Thursday",19
"899",2019-02-07,"10:00-10:59","Thursday",23
"900",2019-02-07,"11:00-11:59","Thursday",29
"901",2019-02-07,"12:00-12:59","Thursday",18
"902",2019-02-07,"13:00-13:59","Thursday",22
"903",2019-02-07,"14:00-14:59","Thursday",25
"904",2019-02-07,"15:00-15:59","Thursday",29
"905",2019-02-07,"16:00-16:59","Thursday",23
"906",2019-02-07,"17:00-17:59","Thursday",34
"907",2019-02-07,"18:00-18:59","Thursday",31
"908",2019-02-07,"19:00-19:59","Thursday",36
"909",2019-02-07,"20:00-20:59","Thursday",29
"910",2019-02-07,"21:00-21:59","Thursday",18
"911",2019-02-07,"22:00-22:59","Thursday",29
"912",2019-02-07,"23:00-23:59","Thursday",21
"913",2019-02-08,"00:00-00:59","Friday",12
"914",2019-02-08,"01:00-01:59","Friday",8
"915",2019-02-08,"02:00-02:59","Friday",11
"916",2019-02-08,"03:00-03:59","Friday",7
"917",2019-02-08,"04:00-04:59","Friday",NA
"918",2019-02-08,"05:00-05:59","Friday",7
"919",2019-02-08,"06:00-06:59","Friday",3
"920",2019-02-08,"07:00-07:59","Friday",11
"921",2019-02-08,"08:00-08:59","Friday",11
"922",2019-02-08,"09:00-09:59","Friday",12
"923",2019-02-08,"10:00-10:59","Friday",18
"924",2019-02-08,"11:00-11:59","Friday",21
"925",2019-02-08,"12:00-12:59","Friday",31
"926",2019-02-08,"13:00-13:59","Friday",21
"927",2019-02-08,"14:00-14:59","Friday",24
"928",2019-02-08,"15:00-15:59","Friday",26
"929",2019-02-08,"16:00-16:59","Friday",39
"930",2019-02-08,"17:00-17:59","Friday",33
"931",2019-02-08,"18:00-18:59","Friday",26
"932",2019-02-08,"19:00-19:59","Friday",32
"933",2019-02-08,"20:00-20:59","Friday",38
"934",2019-02-08,"21:00-21:59","Friday",16
"935",2019-02-08,"22:00-22:59","Friday",25
"936",2019-02-08,"23:00-23:59","Friday",18
"937",2019-02-09,"00:00-00:59","Saturday",14
"938",2019-02-09,"01:00-01:59","Saturday",11
"939",2019-02-09,"02:00-02:59","Saturday",8
"940",2019-02-09,"03:00-03:59","Saturday",2
"941",2019-02-09,"04:00-04:59","Saturday",7
"942",2019-02-09,"05:00-05:59","Saturday",4
"943",2019-02-09,"06:00-06:59","Saturday",2
"944",2019-02-09,"07:00-07:59","Saturday",4
"945",2019-02-09,"08:00-08:59","Saturday",5
"946",2019-02-09,"09:00-09:59","Saturday",9
"947",2019-02-09,"10:00-10:59","Saturday",11
"948",2019-02-09,"11:00-11:59","Saturday",14
"949",2019-02-09,"12:00-12:59","Saturday",12
"950",2019-02-09,"13:00-13:59","Saturday",13
"951",2019-02-09,"14:00-14:59","Saturday",34
"952",2019-02-09,"15:00-15:59","Saturday",28
"953",2019-02-09,"16:00-16:59","Saturday",32
"954",2019-02-09,"17:00-17:59","Saturday",28
"955",2019-02-09,"18:00-18:59","Saturday",30
"956",2019-02-09,"19:00-19:59","Saturday",49
"957",2019-02-09,"20:00-20:59","Saturday",40
"958",2019-02-09,"21:00-21:59","Saturday",39
"959",2019-02-09,"22:00-22:59","Saturday",42
"960",2019-02-09,"23:00-23:59","Saturday",22
"961",2019-02-10,"00:00-00:59","Sunday",13
"962",2019-02-10,"01:00-01:59","Sunday",11
"963",2019-02-10,"02:00-02:59","Sunday",11
"964",2019-02-10,"03:00-03:59","Sunday",9
"965",2019-02-10,"04:00-04:59","Sunday",5
"966",2019-02-10,"05:00-05:59","Sunday",7
"967",2019-02-10,"06:00-06:59","Sunday",5
"968",2019-02-10,"07:00-07:59","Sunday",11
"969",2019-02-10,"08:00-08:59","Sunday",16
"970",2019-02-10,"09:00-09:59","Sunday",30
"971",2019-02-10,"10:00-10:59","Sunday",47
"972",2019-02-10,"11:00-11:59","Sunday",64
"973",2019-02-10,"12:00-12:59","Sunday",60
"974",2019-02-10,"13:00-13:59","Sunday",52
"975",2019-02-10,"14:00-14:59","Sunday",67
"976",2019-02-10,"15:00-15:59","Sunday",58
"977",2019-02-10,"16:00-16:59","Sunday",62
"978",2019-02-10,"17:00-17:59","Sunday",76
"979",2019-02-10,"18:00-18:59","Sunday",51
"980",2019-02-10,"19:00-19:59","Sunday",59
"981",2019-02-10,"20:00-20:59","Sunday",40
"982",2019-02-10,"21:00-21:59","Sunday",39
"983",2019-02-10,"22:00-22:59","Sunday",24
"984",2019-02-10,"23:00-23:59","Sunday",13
"985",2019-02-11,"00:00-00:59","Monday",13
"986",2019-02-11,"01:00-01:59","Monday",12
"987",2019-02-11,"02:00-02:59","Monday",4
"988",2019-02-11,"03:00-03:59","Monday",NA
"989",2019-02-11,"04:00-04:59","Monday",7
"990",2019-02-11,"05:00-05:59","Monday",4
"991",2019-02-11,"06:00-06:59","Monday",2
"992",2019-02-11,"07:00-07:59","Monday",7
"993",2019-02-11,"08:00-08:59","Monday",12
"994",2019-02-11,"09:00-09:59","Monday",12
"995",2019-02-11,"10:00-10:59","Monday",27
"996",2019-02-11,"11:00-11:59","Monday",24
"997",2019-02-11,"12:00-12:59","Monday",27
"998",2019-02-11,"13:00-13:59","Monday",22
"999",2019-02-11,"14:00-14:59","Monday",30
"1000",2019-02-11,"15:00-15:59","Monday",38
"1001",2019-02-11,"16:00-16:59","Monday",41
"1002",2019-02-11,"17:00-17:59","Monday",37
"1003",2019-02-11,"18:00-18:59","Monday",32
"1004",2019-02-11,"19:00-19:59","Monday",49
"1005",2019-02-11,"20:00-20:59","Monday",44
"1006",2019-02-11,"21:00-21:59","Monday",31
"1007",2019-02-11,"22:00-22:59","Monday",23
"1008",2019-02-11,"23:00-23:59","Monday",18
"1009",2019-02-12,"00:00-00:59","Tuesday",12
"1010",2019-02-12,"01:00-01:59","Tuesday",6
"1011",2019-02-12,"02:00-02:59","Tuesday",8
"1012",2019-02-12,"03:00-03:59","Tuesday",6
"1013",2019-02-12,"04:00-04:59","Tuesday",6
"1014",2019-02-12,"05:00-05:59","Tuesday",NA
"1015",2019-02-12,"06:00-06:59","Tuesday",1
"1016",2019-02-12,"07:00-07:59","Tuesday",7
"1017",2019-02-12,"08:00-08:59","Tuesday",12
"1018",2019-02-12,"09:00-09:59","Tuesday",13
"1019",2019-02-12,"10:00-10:59","Tuesday",23
"1020",2019-02-12,"11:00-11:59","Tuesday",21
"1021",2019-02-12,"12:00-12:59","Tuesday",31
"1022",2019-02-12,"13:00-13:59","Tuesday",19
"1023",2019-02-12,"14:00-14:59","Tuesday",25
"1024",2019-02-12,"15:00-15:59","Tuesday",39
"1025",2019-02-12,"16:00-16:59","Tuesday",39
"1026",2019-02-12,"17:00-17:59","Tuesday",27
"1027",2019-02-12,"18:00-18:59","Tuesday",25
